CaseId,Activity,Timestamp
76561197969749884,HALT_AND_CATCH_FIRE,2019-11-02 12:16:10
76561197969749884,ILLEGAL_EAGLE,2019-11-03 11:09:11
76561197969749884,100_PERCENT_V1,2019-11-05 10:29:44
76561197969749884,100_PERCENT_V2,2019-11-08 06:54:25
76561198011815097,RTFM,2019-10-02 15:34:55
76561198011815097,BUSY_LOOP,2019-11-09 15:23:10
76561198011815097,PARALLELIZE,2019-10-04 20:13:52
76561198011815097,UNCONDITIONAL,2019-10-06 10:10:57
76561198011815097,NO_BACKUP,2019-10-06 08:50:30
76561198011815097,NO_MEMORY,2019-11-09 15:13:57
76561198011815097,HALT_AND_CATCH_FIRE,2019-10-08 16:29:28
76561198011815097,ILLEGAL_EAGLE,2019-11-04 16:20:12
76561198011815097,100_PERCENT_V1,2019-11-09 15:13:57
76561198011815097,100_PERCENT_V2,2019-11-09 12:47:32
76561198054894786,RTFM,2017-10-27 23:34:37
76561198039284285,RTFM,2018-08-11 10:20:27
76561198039284285,BUSY_LOOP,2018-08-11 15:49:43
76561198039284285,PARALLELIZE,2018-08-11 10:56:04
76561198039284285,UNCONDITIONAL,2020-02-21 03:40:35
76561198039284285,NO_BACKUP,2019-10-21 03:38:18
76561198160853423,RTFM,2018-01-24 01:01:45
76561198114914850,RTFM,2016-04-10 23:12:09
76561198114914850,HALT_AND_CATCH_FIRE,2016-10-04 21:43:11
76561198146529415,RTFM,2017-06-25 19:30:52
76561198146529415,BUSY_LOOP,2019-06-13 00:30:12
76561198146529415,HALT_AND_CATCH_FIRE,2019-06-10 00:41:16
76561198146529415,ILLEGAL_EAGLE,2019-06-10 00:56:06
76561198016431721,RTFM,2015-12-30 07:17:10
76561198016431721,PARALLELIZE,2019-07-13 12:48:37
76561198016431721,NO_BACKUP,2019-10-21 12:04:36
76561198016431721,HALT_AND_CATCH_FIRE,2019-07-07 11:36:48
76561198079034692,RTFM,2016-03-20 18:16:55
76561198079034692,PARALLELIZE,2019-10-01 04:12:30
76561198307867835,RTFM,2019-06-05 16:49:51
76561198068734440,RTFM,2016-07-04 17:47:38
76561198068734440,BUSY_LOOP,2019-05-22 19:20:02
76561198068734440,PARALLELIZE,2019-05-22 19:10:52
76561198068734440,HALT_AND_CATCH_FIRE,2019-05-22 19:11:30
76561198025417892,RTFM,2019-08-30 07:00:28
76561198025417892,BUSY_LOOP,2019-08-31 00:27:55
76561198025417892,PARALLELIZE,2019-08-31 02:14:33
76561198025417892,UNCONDITIONAL,2019-08-31 02:40:24
76561198025417892,NO_BACKUP,2019-08-31 08:57:53
76561198025417892,HALT_AND_CATCH_FIRE,2019-08-31 00:18:54
76561198025417892,ILLEGAL_EAGLE,2019-08-31 01:52:53
76561198069190690,RTFM,2016-06-25 23:46:30
76561198984815963,RTFM,2019-09-07 17:16:33
76561198984815963,PARALLELIZE,2019-09-08 07:09:13
76561198984815963,UNCONDITIONAL,2019-09-08 07:32:55
76561198025249920,RTFM,2018-10-14 19:26:07
76561198025249920,UNCONDITIONAL,2019-08-17 16:11:59
76561198025249920,NO_BACKUP,2018-10-14 22:12:31
76561197998721662,RTFM,2019-08-10 00:36:48
76561197998721662,HALT_AND_CATCH_FIRE,2019-08-14 20:25:20
76561198048740067,RTFM,2018-06-22 09:00:45
76561198048740067,HALT_AND_CATCH_FIRE,2019-01-27 11:32:50
76561198051298703,RTFM,2018-07-31 20:23:19
76561198051298703,PARALLELIZE,2018-09-23 16:02:34
76561198051298703,HALT_AND_CATCH_FIRE,2018-07-31 21:52:16
76561198218283823,RTFM,2019-07-30 18:39:18
76561198418549470,RTFM,2017-12-31 19:39:32
76561198413928772,RTFM,2019-06-08 04:45:04
76561198276368243,RTFM,2019-07-16 16:02:55
76561198067612429,RTFM,2018-01-16 00:44:21
76561198067612429,PARALLELIZE,2018-04-25 16:46:30
76561197962123729,RTFM,2019-07-06 13:30:11
76561197962123729,NO_MEMORY,2019-07-06 18:46:37
76561197962123729,100_PERCENT_V1,2019-07-06 21:47:26
76561198239199984,RTFM,2018-01-08 02:04:59
76561198142527274,RTFM,2019-07-05 13:26:39
76561198142527274,BUSY_LOOP,2019-07-05 14:57:37
76561198142527274,PARALLELIZE,2019-07-05 14:17:40
76561198142527274,HALT_AND_CATCH_FIRE,2019-07-05 15:15:58
76561198824540124,RTFM,2019-06-05 05:28:33
76561198824540124,BUSY_LOOP,2019-07-05 09:04:11
76561198824540124,PARALLELIZE,2019-06-05 06:12:18
76561198824540124,HALT_AND_CATCH_FIRE,2019-07-06 07:47:48
76561197994523019,RTFM,2015-12-26 03:37:29
76561197994523019,BUSY_LOOP,2018-09-30 00:37:01
76561197994523019,PARALLELIZE,2015-12-28 06:46:38
76561197994523019,UNCONDITIONAL,2018-09-30 01:00:48
76561197994523019,NO_BACKUP,2015-12-28 05:43:46
76561197994523019,HALT_AND_CATCH_FIRE,2015-12-28 05:18:32
76561197994523019,ILLEGAL_EAGLE,2015-12-29 00:03:06
76561198274520370,RTFM,2019-06-05 13:14:49
76561198036731507,RTFM,2019-07-02 10:27:43
76561198070974121,RTFM,2016-03-05 08:17:41
76561198070974121,BUSY_LOOP,2018-06-02 19:53:21
76561198070974121,PARALLELIZE,2017-02-19 05:35:15
76561198070974121,UNCONDITIONAL,2018-02-12 18:03:45
76561197961168393,RTFM,2019-06-25 23:08:54
76561198325553492,RTFM,2019-05-06 02:19:48
76561198031459628,RTFM,2019-06-05 08:32:18
76561198271466883,RTFM,2019-06-04 20:12:00
76561198079070358,RTFM,2019-06-13 13:47:43
76561198079070358,BUSY_LOOP,2019-06-14 13:03:30
76561198079070358,PARALLELIZE,2019-06-14 13:18:29
76561198079070358,UNCONDITIONAL,2019-06-14 13:44:26
76561198079070358,NO_MEMORY,2019-06-15 20:45:59
76561198079070358,HALT_AND_CATCH_FIRE,2019-06-14 13:06:13
76561198190164870,RTFM,2015-07-27 16:32:12
76561198190164870,100_PERCENT_V1,2016-05-11 11:20:11
76561198141730542,RTFM,2019-07-01 22:34:26
76561198141730542,BUSY_LOOP,2020-07-02 15:05:02
76561198141730542,PARALLELIZE,2020-07-02 15:08:25
76561198141730542,UNCONDITIONAL,2020-07-02 15:25:54
76561197994848308,RTFM,2015-11-29 17:30:48
76561198060266670,RTFM,2019-06-15 17:11:34
76561198060266670,BUSY_LOOP,2019-06-16 09:22:10
76561198060266670,PARALLELIZE,2019-06-16 14:07:05
76561198060266670,NO_BACKUP,2019-06-16 10:36:23
76561198060266670,HALT_AND_CATCH_FIRE,2019-06-30 19:31:05
76561198060266670,100_PERCENT_V1,2019-07-06 22:06:20
76561198390131351,RTFM,2019-06-04 20:32:58
76561198061796346,RTFM,2019-06-28 00:51:14
76561198061796346,HALT_AND_CATCH_FIRE,2019-10-24 04:16:05
76561198120447531,RTFM,2018-12-16 12:22:44
76561198120447531,BUSY_LOOP,2018-12-16 15:12:15
76561198120447531,PARALLELIZE,2018-12-16 15:58:48
76561198120447531,HALT_AND_CATCH_FIRE,2018-12-16 15:26:27
76561198120447531,ILLEGAL_EAGLE,2019-06-29 22:22:20
76561198008767029,RTFM,2018-10-12 09:53:42
76561198008767029,NO_BACKUP,2018-10-13 00:37:45
76561198072118165,RTFM,2019-06-05 20:23:26
76561198072118165,BUSY_LOOP,2019-06-06 14:23:59
76561198072118165,PARALLELIZE,2019-06-06 11:01:03
76561198072118165,HALT_AND_CATCH_FIRE,2019-06-06 10:53:35
76561197973481448,RTFM,2019-06-30 18:11:52
76561198061542748,RTFM,2019-06-30 16:00:08
76561198063254475,RTFM,2019-06-06 08:57:40
76561198020357681,RTFM,2019-06-05 03:21:25
76561198020357681,BUSY_LOOP,2019-06-05 04:34:04
76561198020357681,PARALLELIZE,2019-06-05 04:06:12
76561198020357681,UNCONDITIONAL,2019-06-05 17:12:26
76561198020357681,NO_BACKUP,2019-06-06 06:02:16
76561198020357681,HALT_AND_CATCH_FIRE,2019-06-07 02:56:02
76561198029147860,RTFM,2019-06-07 02:47:14
76561198029147860,BUSY_LOOP,2019-06-08 01:24:34
76561198029147860,PARALLELIZE,2019-06-08 00:55:51
76561198029147860,UNCONDITIONAL,2019-06-08 01:06:06
76561198029147860,NO_BACKUP,2019-06-24 17:33:27
76561198029147860,HALT_AND_CATCH_FIRE,2019-06-08 00:57:14
76561198029147860,100_PERCENT_V1,2019-06-26 14:49:06
76561198259532981,RTFM,2018-03-04 04:57:13
76561197987353408,RTFM,2019-06-21 22:19:39
76561198966466698,RTFM,2019-06-27 18:12:10
76561198966466698,BUSY_LOOP,2019-06-27 21:29:15
